NUM;RET;REC;EBITDA;EBIT;LAIR;LAOD;LL;FCO
461;-0.5380;5758;-17239;-20430;-57247;-57612;-56630;-1629
462;0.1716;2035925;244007;191321;154715;89646;89646;91940
463;0.0157;2667331;304167;201652;151948;130062;110390;232741
464;-0.0162;245056;41095;19832;-11742;-12771;-12771;45618
465;0.2354;50842357;5073572;3492962;2795359;2328946;2183480;4429073
466;0.1980;140538;98185;93238;32658;4960;17612;33029
467;0.1984;303202;18976;14955;4449;3472;1540;-152296
468;0.3171;2388944;518153;308980;102887;71160;58775;-679850
469;0.2098;76669;5620;3319;-27218;-27218;-27218;2668
470;0.0886;117052;11698;2505;2023;-3518;-3518;12308
471;-0.0596;2620869;980320;439660;99725;72250;70163;531527
472;-0.2612;244930;139614;101265;55219;41208;41208;53120
473;-0.1133;2819670;286462;139921;68889;10806;10806;245220
474;-0.0076;192651;56001;24411;15687;12468;12468;35836
475;0.1988;2381296;499937;342033;244136;190087;190087;-705961
476;0.1919;1179725;318378;197476;104065;81870;81870;-457540
477;0.2061;269805;76362;48036;12008;9687;9680;91100
478;-0.0328;4411580;806827;471313;98825;63620;112724;-147192
479;0.1689;2292004;547490;364694;326530;235146;235146;577405
480;-0.0805;36596;-3510;-6740;-11769;-13115;-11450;587
481;-0.0909;1542287;182705;125561;104573;100624;100624;227142
482;0.1923;4308102;379925;283082;539072;386626;386626;352738
483;0.0212;1141812;105523;84660;93593;90906;86310;203401
484;0.0382;11719125;1056674;750658;346916;400297;86502;875992
485;0.1323;661798;114828;91861;82375;58161;59653;66415
486;0.1142;78745;6282;3162;4913;4126;4126;1438
487;0.1082;4024369;363914;308613;-106133;-113322;-113322;322390
488;0.5474;58419;12763;11356;5325;5325;5317;1429
489;0.0000;253;-70138;-70138;-72765;-73046;-72856;882
490;0.2550;956183;154917;99646;49593;41481;41481;-512226
491;0.3120;1558510;213665;192980;236954;204185;190405;31811
492;0.1356;114123;14890;9987;-3975;-4580;-4580;919
493;0.1055;447438;88692;83694;89283;62866;62274;128675
494;0.1000;5091345;1613484;-298281;-1671962;-1709245;-1559045;244351
495;0.1841;200714;84801;44212;-21488;-24507;-25219;22637
496;0.1438;177726;32484;26084;22654;13992;13995;15745
497;-0.1344;1401022;120387;73913;121238;102826;102826;28001
498;-0.0230;71086;-142571;-143617;-243582;-248829;-248977;37840
499;-0.3478;261976;-13003;-13875;-17208;-17208;-17182;17883
500;-0.0125;72567000;53805000;39237000;30661000;19050000;18866000;20500000
501;0.2352;24045000;403000;276000;488000;302000;302000;-126000
502;-0.2289;547875;279454;206734;198657;162979;162979;332615
503;0.0755;151860;22906;16832;15978;15568;10484;24602
504;-0.3948;103082;909;-16657;-44495;-44943;-44943;-18059
505;-0.0581;5182;1398;1132;742;789;789;711
506;-0.1124;277433;64117;50680;31791;24119;24130;-18773
507;0.1154;565185;47528;38002;14047;11068;9833;-26974
508;-0.1247;1134306;34952;26146;652;1178;1178;21807
509;0.3795;497484;270375;175811;170017;110044;110044;172251
510;0.1553;4225493;501762;236052;176386;140745;138443;373433
511;-0.0664;1302121;198267;166144;158422;107358;84538;77401
512;-0.2773;6257;356;279;-599;-599;-598;692
513;0.1710;2659473;554821;398981;316175;253931;191179;224059
514;-0.5430;15645;-343330;-346978;-424609;-426539;-426539;16102
515;0.2098;65985;-165;-1194;3957;2018;2340;36360
516;0.0362;5992;-65864;-68165;-106377;-105277;-106903;-15106
517;0.0965;1728740;924191;507213;248526;186906;184894;821549
518;0.1552;3997910;1228908;804370;648793;454375;454375;1245527
519;0.0869;1099291;402105;318378;273769;232525;232525;382776
520;0.1286;119147;14148;11065;7013;5901;5901;13857
521;0.1281;264917;58742;25947;11029;6344;6344;2554
522;0.0869;751729;284408;132401;68885;91463;91463;140770
523;-0.3904;155827;-39537;-60374;-70495;-70495;-71685;3450
524;0.1187;285020;39611;29253;24172;26624;26624;25387
525;0.3290;332605;123268;88970;60792;59006;59006;2622
526;0.0747;6900742;1489500;1133078;775402;1894462;1745083;738587
527;0.0826;42166;3338;-146;-3160;-3572;-3578;-2927
528;-0.0800;806801;370588;348790;311872;211952;205391;-78166
529;0.0347;277963;180415;174662;207659;155718;155718;162333
530;0.0173;328225;43706;10534;-23115;-25848;-25848;-34734
531;-0.4279;6665082;3235506;883061;962126;699848;700548;2423064
532;0.1048;427498;420670;419091;347495;307424;307197;272076
533;-0.1412;232985;56379;48842;47348;42987;43627;14864
534;0.0226;47305;-126340;-128164;-143848;-144752;-144140;8975
535;0.0871;331588;52628;46126;43438;32514;32514;51413
536;-0.0902;33167;-9228;-10498;-39790;-39380;-39380;1689
537;0.1219;10869832;4265036;1627839;1386929;1419505;1419505;4506308
538;0.3047;489099;87294;79757;82141;72892;72959;42391
539;0.1419;122366;19207;15744;3075;-3415;-3415;50046
540;-0.0146;4262741;3455557;2157785;2944312;2022100;2022100;1058899
541;-0.2156;132415;-18708;-22622;-23218;-18220;-18241;-33476
542;0.1073;564002;116248;79361;75246;57512;57036;120204
543;0.2165;959792;705681;700521;651361;462681;458314;303075
544;-0.0621;221339;66097;-62831;-148898;-121712;-103586;36085
545;0.1339;1404615;175639;95420;88615;59448;59448;75525
546;-0.1716;21692645;507845;301622;209446;120733;108601;1064843
547;0.1783;35470;7019;4830;6064;4053;4053;2988
548;0.0823;749008;124845;83845;56825;416;10510;4623
549;-0.1265;3694049;570021;329101;245343;171246;131251;-232203
550;-0.0151;36004956;8061619;4275303;1439579;-418871;-384156;11562990
551;-0.2416;463343;43042;29869;11896;6945;6311;25750
552;0.1578;6024000;315000;110000;-166000;-154000;-154000;-597000
553;-0.9072;-55844;-67773;-68708;-79197;-79197;-79080;2303
554;-0.0105;326978;50503;31069;30273;30004;29998;72734
555;0.1540;3286605;550116;438237;433712;395260;389002;353696
556;0.0612;1637401;273540;235272;283194;124293;172239;15312
557;-0.0022;386960;119315;67451;45922;23379;22416;100230
558;0.0259;261711;14034;13039;13076;8468;8462;18773
559;0.1140;957228;342048;248668;200065;194773;194773;227329
560;0.1555;87896;11478;9144;6446;5750;5750;-8685
561;0.0625;0;-1706;-1729;-2157;-2157;-2157;3
562;0.0875;501010;265950;189305;98963;62014;62014;336955
563;-0.0112;8847;6425;6425;6920;6437;6437;7300
564;0.0875;261845;64632;36100;15388;11494;9886;38585
565;0.0897;940227;134449;92252;67288;43478;53083;117853
566;0.1960;1145795;834814;808050;750230;646921;400503;93854
567;0.0404;12640126;5100095;4053597;3381529;2749068;2661850;2080145
568;0.0369;282534;91777;63115;37996;38124;38124;42259
569;-0.0728;377163;54582;36687;31440;23141;23141;42919
570;0.1100;275012;9102;-16152;-45959;-51187;-51187;-542
571;0.0000;721;-4899;-5647;-8639;-8700;-8700;-1086
572;0.0507;2541992;724165;335599;76658;137678;137678;215807
573;-0.0185;1282563;72295;-54871;-210998;-139242;-139242;-465626
574;-0.2097;1859;-12981;-13651;-15820;-15766;-15766;-10763
575;-0.1536;1273103;392784;83714;-378464;-306549;-306507;951765
576;0.0736;665325;50388;4686;-7799;3051;3051;-58232
577;-0.2070;265574;23574;17558;-5879;-5509;-5509;27664
578;0.0464;0;-360340;-360340;-354262;-355091;-355091;63461
579;-0.0257;30882;9461;8376;2409;3952;3952;-13543
580;0.0509;12977953;2976777;2115070;1192290;1351651;1362731;1044299
581;0.0119;7359250;722816;158198;-290067;-113278;-1000935;12302
582;0.0567;13642000;1095000;840000;723000;505000;441000;-3917000
583;-0.0221;2408861;1280201;869056;557934;355151;358068;1066227
584;-0.1900;0;-705;-705;-722;-722;-1174;-652
585;0.0354;136153;-1220;-6413;-20269;-20451;-19429;8668
586;0.0906;2132137;207930;152489;126299;72670;72670;290216
587;-0.0288;5913178;1461184;1230288;1128728;797239;797076;616004
588;0.0915;355618;-74050;-152560;-154772;-158243;-158243;12302
589;0.0060;373937;57034;35848;42809;46685;46685;91415
590;0.2655;2551927;530925;412091;295903;230547;230547;355596
591;0.0966;1194818;91605;28529;10824;7010;7010;-6056
592;0.1274;1839107;656560;393629;256486;250149;238241;-267416
593;0.2722;2060052;447328;362228;309751;200056;200056;320911
594;-0.0056;1212022;442540;297003;255716;186735;186735;375176
595;0.1525;3896006;1092144;869372;771159;505962;497991;803091
596;0.1630;3094696;778210;638193;499847;429020;395710;239673
597;0.1336;1634946;801083;378628;54183;26372;6979;521329
598;0.2173;451411;35215;6225;-47565;-45587;73839;1359
599;0.0505;7127446;1530952;1126512;906472;570358;603450;1898319
600;0.0069;334188;192041;31460;-80246;-93023;-95864;116292
601;-0.0194;28006;-5439;-5446;-5061;-6167;-6063;-1181
602;0.1582;145998;28986;22657;21379;19921;19921;-7120
603;-0.0370;104523;23225;8002;5730;4514;4514;26543
604;-0.1160;565658;215030;184462;138883;96071;96438;898
605;0.0246;826236;101998;77639;79511;61400;48409;102634
606;0.2092;637820;47742;24207;15716;13379;13379;-15133
607;0.1397;348800;58309;45637;34333;26754;20414;17476
608;-0.2405;114415;-7767;-24763;-40819;-40819;-40819;-1248
609;-0.1048;1072534;228779;62960;34434;23898;23854;91668
610;-0.0136;881857;409271;287470;156553;84230;86069;153096
611;0.0698;264096;27335;22611;37266;29463;29463;9478
612;0.0436;1668782;279955;223821;168288;106160;106160;80879
613;0.2028;6451762;2936804;2508847;2186618;1569970;1397712;-361980
614;0.2152;106747;6818;5440;29482;20770;20770;42101
615;-0.1675;1512124;96828;-91127;-38437;-10489;-160790;-1277390
616;0.2090;3290731;704240;547267;442293;346187;295635;804257
617;0.0850;4764085;827739;527205;294005;128774;113522;604653
618;0.0731;1101699;236896;188251;146143;119024;119024;348253
619;0.0968;611380;344846;239081;154527;129401;129801;247372
620;0.2007;2338759;1207868;1016641;802518;565490;565184;951477
621;0.0727;870975;208816;163858;155637;126589;126589;272328
622;0.0756;1282102;136299;75277;69541;51150;51150;278080
623;0.0636;3359879;585311;460472;370676;257742;212780;-67810
624;-0.4396;123680;-16025;-19746;-24792;-25464;-25470;-36522
625;-0.0581;356561;44387;28949;14779;11349;11349;58636
626;-0.0183;483821;62506;59016;64299;54142;50079;-2518
627;0.0381;146370;13782;12321;21437;17400;17303;10382
628;-1.1041;135386;-61639;-69567;-91553;-91553;-91553;-12249
629;0.0474;348781;87635;53860;55540;46059;45964;32028
630;0.0935;700592;235209;151371;126789;92574;92574;108262
631;0.0549;322731;26997;15084;-2799;-2518;-2182;19165
632;-0.9848;95421;-31863;-36236;-46195;-46599;-46354;-31884
633;0.0094;10025661;1495802;990003;615270;452626;449003;-388447
634;0.0072;10025661;1490777;984975;601624;438980;152495;-420189
635;0.0174;3210808;911787;506210;105115;35206;-32307;406041
636;0.2889;180191;17632;13170;4591;5930;8297;-5387
637;0.0095;423264;50252;33530;84696;76520;76520;247551
638;-0.0053;2915150;449010;184698;19443;13474;13474;-354199
639;-0.1413;1622605;188811;58040;32804;29312;29312;-498238
640;-0.0111;1257000;300474;272028;307102;205394;205153;229958
641;-0.2030;232222;5089;1896;-36328;-39963;-39279;51582
642;-0.2266;200;-2;-2;-49;-49;-49;0
643;-0.2027;383578;401376;371436;369633;330805;321182;191818
644;-0.9060;0;798;797;797;791;791;-1206
645;0.2389;1135;1070;1070;-9825;-9825;-9825;1154
646;0.0398;335595;70289;45180;35892;29069;28950;36554
647;0.0229;362392;42631;6096;-9327;-8003;-8003;16013
648;0.2144;120766;64705;56443;117798;87300;87253;-5926
649;0.5944;4847;-6941;-10161;-32974;-33613;-33069;-3184
650;0.1075;1900353;271936;219171;183851;102842;102842;224136
651;-0.1310;2468119;242510;143767;65965;81054;63098;-196078
652;-0.0738;231024;51914;31317;-4484;-6363;-6363;-16478
653;0.2437;44370330;3190577;1710972;384286;1168437;1092748;-132652
654;0.1837;125041;70455;65165;30590;16918;5514;-40972
655;0.2819;2211784;474574;267738;87660;60760;47928;-42093
656;-0.1455;67451;10251;8030;-20086;-20086;-20086;24790
657;0.1214;137531;15298;8508;7284;4082;4082;-12492
658;0.0435;2490024;968104;533537;83375;-196164;-200794;432241
659;0.1216;250396;55632;22927;-17145;-13034;-13034;-45333
660;0.1917;3338471;579729;433544;242824;164223;164223;154456
661;0.0673;176805;49685;25337;23573;17180;17180;45585
662;0.0719;2447698;538157;378558;273390;210780;210780;-419816
663;0.0267;1052111;293056;188403;90917;73804;73804;-420846
664;0.0275;238701;63822;45492;16338;5225;5215;55601
665;-0.1668;3552302;540823;226900;-158208;-107082;-53484;-221375
666;0.1384;604615;85686;12132;-22144;-40865;-40865;-17514
667;0.0100;1892117;418525;238402;210993;161598;161598;-70304
668;-0.0769;33760;-7618;-10887;-18558;-19596;-18129;-1075
669;-0.0348;1316923;112124;58459;54767;56929;56929;205507
670;-0.0726;4328984;395372;291433;192499;132104;132104;-121012
671;0.2786;126110;15304;10761;-970;-1593;-1593;-16450
672;-0.0872;898587;60650;42281;43944;26993;24220;89484
673;0.0552;10079685;648898;362264;-18004;142075;4322;-711522
674;-0.0598;623203;120338;97621;88782;63218;63937;60709
675;0.1126;65808;6151;3990;6345;4097;4097;13794
676;0.1146;71046;21804;-10365;-13850;-9200;-9200;24527
677;0.2774;3727613;309294;233053;-29432;-31406;-31406;239341
678;-0.0857;57258;10790;9267;2846;2452;2450;1179
679;-0.0725;998;-990;-990;-8479;-7301;-7295;-195
680;0.1659;812529;149551;99174;53466;41983;41983;-192938
681;0.0965;1508589;226340;205586;229130;196789;188653;-1259
682;0.0804;109779;22052;18678;-485;259;259;12205
683;0.1502;453669;141177;136011;140867;97683;97430;74393
684;0.1711;5130036;2614625;924949;723219;678763;568403;-497499
685;0.0646;198054;75451;40040;-18876;-23957;-25173;67507
686;0.1864;4197;356;-10423;-104040;-104048;-113;1451456
687;-0.0877;90978;1044;-4553;-8150;-5416;-5417;34268
688;0.0342;1336389;16761;-23579;-51971;-38941;-38941;5698
689;-0.5616;129115;-104292;-105265;-237801;-244657;-240255;68086
690;0.1426;79999000;28519000;14515000;6368000;4240000;4031000;17749000
691;-0.1231;22432000;662000;534000;761000;477000;477000;1084000
692;0.4521;139431;55250;21216;-48917;-53678;-53678;44927
693;-0.0062;149301;20180;14219;13950;13505;9896;13771
694;-0.1829;75160;-13200;-24846;-57193;-57670;-57670;-5686
695;-0.0787;4055;-130;-321;223;318;318;-726
696;-0.0998;239232;2739;-10263;-23173;-17205;-17209;-21294
697;-0.0526;360079;16533;6882;-4595;-4595;-4894;8436
698;0.0762;1104233;18625;9931;-12380;-8513;-8513;-32626
699;0.1301;466642;260101;166485;158973;96888;96888;286816
700;0.1366;3953351;410350;156371;101130;90479;88503;75125
701;0.0247;1133591;129162;97662;63049;41664;31665;57790
702;0.0397;3098;-354;-433;-1450;-1450;-1449;-3003
703;0.0747;2687737;554247;401487;382905;283138;224440;596392
704;0.3369;60962;-68912;-72194;-180183;-182286;-182286;-26570
705;0.0255;78901;-5792;-6760;-8861;-10687;-9817;-14943
706;-0.1407;15835;-53007;-55373;-83213;-84828;-85767;28292
707;0.1149;1634946;801697;379242;54706;26895;26354;521872
708;0.1817;3878504;1552519;1141656;991200;647291;647291;589840
709;0.1928;1098581;452641;370237;324455;217548;217548;284324
710;0.0677;114813;7005;3956;-3994;-1302;-1302;7724
711;-0.0599;227220;32818;327;-12676;-9054;-9054;21893
712;-0.0087;1123691;397235;235221;87639;85610;85610;1178692
713;-0.1333;204762;-30644;-51072;-63266;-63266;-63837;-22576
714;0.0482;237305;31111;21243;17298;18504;18504;23104
715;0.2092;304164;101966;75478;58877;56092;56092;16590
716;0.4332;6005466;1508789;1180719;545620;86763;-7572;1185970
717;0.2503;38540;118;-2719;-4004;-2346;-2341;-9323
718;-0.0821;765330;206238;185902;165402;111381;101867;-82378
719;0.0914;240567;171123;165689;199755;141914;141914;389124
720;0.0889;340663;32308;9625;-34557;-34982;159380;-23603
721;0.1708;5698999;2687671;184812;-1751331;-1229132;-1226803;744336
722;0.0238;342250;255900;254134;189956;159582;159582;185827
723;-0.5452;252085;38516;30876;18849;4574;4048;28616
724;-0.1527;112428;12939;10990;-302;-1624;-2098;74612
725;-0.0686;296681;46565;40095;38197;26621;26621;55636
726;0.0930;34062;-6858;-8202;-36197;-35846;-35846;3942
727;0.1643;40946;-33507;-81167;-116885;-116885;-116885;-50879
728;0.0257;10974736;4360340;1771967;1682311;1342142;1342142;3516599
729;0.0412;409314;63834;56809;57068;50545;49753;48874
730;0.0561;401940;32672;16628;-9927;-5324;-5324;61425
731;-0.0035;4190826;1782865;448655;186107;120034;120034;295808
732;-0.0664;120604;-15491;-19396;-45088;-34285;-34325;64249
733;0.2749;563587;114664;77402;67636;43862;12082;41495
734;0.0926;732296;569382;564140;509264;357391;353512;389988
735;0.0851;180975;36667;34125;32590;28949;26560;27942
736;0.0805;220390;75171;17420;-61337;-57785;-49240;89404
737;-0.0244;1281529;125378;47222;60468;80442;80442;-6161
738;-0.1258;20739253;620538;409894;410722;242553;233661;462403
739;0.0137;30897;5434;3263;4566;2973;2973;11297
740;0.0105;771597;157031;113840;108128;56189;56283;163449
741;0.0435;3531985;474034;233014;97234;76278;46857;530910
742;-0.0031;30951589;-3371540;-6400791;-8989699;-6545616;-6421966;8261387
743;0.0399;426779;66557;33735;23007;14093;13722;43412
744;-0.0379;6330000;437000;239000;-19000;-42000;-42000;-1942000
745;-0.1892;-3557;-1368;-2296;-14747;-14823;-14796;-16360
746;-0.0844;299787;47123;28166;26330;26183;26178;76825
747;0.0153;2932379;448887;367230;331094;308207;306849;53268
748;0.2439;45107;-2517;-3641;-7045;-7144;-7141;-2496
749;-0.0685;378846;123877;72882;51641;23744;21925;100288
750;0.2429;187596;10093;9317;9145;6664;6630;-2681
751;0.0658;932626;384633;291001;246746;240797;240797;200719
752;-0.1002;63152;7291;4331;731;2513;2513;60716
753;-0.1333;0;-925;-948;-1033;-1033;-1033;-1
754;0.0756;466681;270585;195624;133336;104878;104878;116616
755;0.1360;258750;57181;40617;25597;20595;16493;78272
756;0.2926;1257588;116699;88804;86134;72831;73719;-100790
757;0.1439;403115;169503;143267;72766;66382;30871;-102318
758;-0.1528;16017829;7372159;6210404;4591409;3463531;3360405;8786161
759;0.2253;295618;5483;-8598;-21779;-18059;-18059;-5677
760;0.2546;412211;64119;51117;47792;42243;42243;31840
761;-0.0357;306712;2336;-13391;-23006;-28871;-28871;-5357
762;0.2784;1215;-13314;-14108;-18540;-18588;-18623;-497
763;0.3633;2480430;354558;282934;175516;138169;138169;300881
764;0.3427;1978642;176508;63797;-94176;-67969;-67683;433093
765;-0.0306;763;-10167;-10266;-11599;-11585;-11585;-13166
766;0.2484;1559926;284034;-90745;-161949;-230552;-230441;344885
767;0.3704;718073;109014;72464;75489;83625;83625;226919
768;0.0153;281193;-6513;-12289;-37586;-37195;-37195;-26502
769;-0.1884;0;1998568;1998568;1977904;1969710;1969710;-6743
770;0.2285;88209;33000;24863;10300;-513;-513;14955
771;-0.1988;14836681;1904587;1163023;71532;-178570;-78439;1008056
772;0.0027;5205359;650169;399510;-244385;226401;-2096259;153369
773;0.2048;15178000;1277000;1075000;972000;699000;636000;4842000
774;0.3051;2576677;443311;11181;-265512;-425461;-307056;1199452
775;0.0436;0;-743;-743;-1899;-1850;-2217;-2137
776;-0.1667;170177;50005;45636;64916;54714;56412;-30738
777;0.3804;1691829;100241;45974;-19132;-17262;-17262;-60463
778;0.5106;5471966;587841;357852;1026700;715690;1002368;231510
779;0.3716;408098;173333;94398;123678;59253;59253;24599
